Album,Year,Track Number,Song Title,Lyrics,Summary,Tags
Coke Machine Glow,2001,1,Starpainters,"
The myth is neither here nor there
From the air
It's just blue lake stains and green
And purified and parcelled squares
A crazy quilt of spearmint
Of mustard and honey tones
A scuffed-up kitchen floor
Of tiles on top of bones with a big trap door
